Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),74206,79710,153916,Lashio,MMR015001
 Associate Scrutiny Card (blue),237,199,436,Lashio,MMR015001
 Naturalised Scrutiny Card (green),1062,586,1648,Lashio,MMR015001
 National Registration Card (3-fold),7171,7448,14619,Lashio,MMR015001
 Religious card,1110,195,1305,Lashio,MMR015001
 Temporary Registration Card (white),831,906,1737,Lashio,MMR015001
 Foreign Registration Card (FRC),35,52,87,Lashio,MMR015001
 Foreign Passport,100,46,146,Lashio,MMR015001
 None,42476,45358,87834,Lashio,MMR015001
 Child under 10 years,31284,30393,61677,Lashio,MMR015001
 Total,158512,164893,323405,Lashio,MMR015001
