Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),54561,54197,108758,Yaedashe,MMR007010
 Associate Scrutiny Card (blue),46,50,96,Yaedashe,MMR007010
 Naturalised Scrutiny Card (green),256,171,427,Yaedashe,MMR007010
 National Registration Card (3-fold),672,1086,1758,Yaedashe,MMR007010
 Religious card,845,115,960,Yaedashe,MMR007010
 Temporary Registration Card (white),296,533,829,Yaedashe,MMR007010
 Foreign Registration Card (FRC),13,2,15,Yaedashe,MMR007010
 Foreign Passport,41,32,73,Yaedashe,MMR007010
 None,24611,33031,57642,Yaedashe,MMR007010
 Child under 10 years,21957,21078,43035,Yaedashe,MMR007010
 Total,103298,110295,213593,Yaedashe,MMR007010
