Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),87834,99181,187015,Magway,MMR009001
 Associate Scrutiny Card (blue),41,47,88,Magway,MMR009001
 Naturalised Scrutiny Card (green),282,171,453,Magway,MMR009001
 National Registration Card (3-fold),1362,2851,4213,Magway,MMR009001
 Religious card,1412,268,1680,Magway,MMR009001
 Temporary Registration Card (white),89,109,198,Magway,MMR009001
 Foreign Registration Card (FRC),4,7,11,Magway,MMR009001
 Foreign Passport,43,19,62,Magway,MMR009001
 None,19443,27465,46908,Magway,MMR009001
 Child under 10 years,24593,24026,48619,Magway,MMR009001
 Total,135103,154144,289247,Magway,MMR009001
