Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),10059,10825,20884,Khampat(ST),MMR005030
 Associate Scrutiny Card (blue),208,202,410,Khampat(ST),MMR005030
 Naturalised Scrutiny Card (green),2,-,2,Khampat(ST),MMR005030
 National Registration Card (3-fold),20,19,39,Khampat(ST),MMR005030
 Religious card,24,2,26,Khampat(ST),MMR005030
 Temporary Registration Card (white),11,17,28,Khampat(ST),MMR005030
 Foreign Registration Card (FRC),2,-,2,Khampat(ST),MMR005030
 Foreign Passport,4,2,6,Khampat(ST),MMR005030
 None,3557,3663,7220,Khampat(ST),MMR005030
 Child under 10 years,5121,4990,10111,Khampat(ST),MMR005030
 Total,19008,19720,38728,Khampat(ST),MMR005030
