Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),36348,32916,69264,Yatsauk,MMR014008
 Associate Scrutiny Card (blue),105,118,223,Yatsauk,MMR014008
 Naturalised Scrutiny Card (green),412,340,752,Yatsauk,MMR014008
 National Registration Card (3-fold),300,340,640,Yatsauk,MMR014008
 Religious card,351,20,371,Yatsauk,MMR014008
 Temporary Registration Card (white),76,68,144,Yatsauk,MMR014008
 Foreign Registration Card (FRC),20,24,44,Yatsauk,MMR014008
 Foreign Passport,15,15,30,Yatsauk,MMR014008
 None,14244,15017,29261,Yatsauk,MMR014008
 Child under 10 years,13090,12748,25838,Yatsauk,MMR014008
 Total,64961,61606,126567,Yatsauk,MMR014008
