Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),60693,62261,122954,Twantay,MMR013027
 Associate Scrutiny Card (blue),29,33,62,Twantay,MMR013027
 Naturalised Scrutiny Card (green),324,268,592,Twantay,MMR013027
 National Registration Card (3-fold),1021,1512,2533,Twantay,MMR013027
 Religious card,1110,423,1533,Twantay,MMR013027
 Temporary Registration Card (white),241,275,516,Twantay,MMR013027
 Foreign Registration Card (FRC),7,6,13,Twantay,MMR013027
 Foreign Passport,31,15,46,Twantay,MMR013027
 None,26053,29385,55438,Twantay,MMR013027
 Child under 10 years,21742,21407,43149,Twantay,MMR013027
 Total,111251,115585,226836,Twantay,MMR013027
