Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),46561,50960,97521,Padaung,MMR008003
 Associate Scrutiny Card (blue),7,11,18,Padaung,MMR008003
 Naturalised Scrutiny Card (green),133,93,226,Padaung,MMR008003
 National Registration Card (3-fold),167,275,442,Padaung,MMR008003
 Religious card,537,100,637,Padaung,MMR008003
 Temporary Registration Card (white),98,124,222,Padaung,MMR008003
 Foreign Passport,7,5,12,Padaung,MMR008003
 None,11070,12934,24004,Padaung,MMR008003
 Child under 10 years,10704,10428,21132,Padaung,MMR008003
 Total,69284,74930,144214,Padaung,MMR008003
