Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),51521,55324,106845,Danubyu,MMR017022
 Associate Scrutiny Card (blue),32,29,61,Danubyu,MMR017022
 Naturalised Scrutiny Card (green),100,91,191,Danubyu,MMR017022
 National Registration Card (3-fold),582,1045,1627,Danubyu,MMR017022
 Religious card,700,67,767,Danubyu,MMR017022
 Temporary Registration Card (white),39,33,72,Danubyu,MMR017022
 Foreign Registration Card (FRC),4,6,10,Danubyu,MMR017022
 Foreign Passport,6,9,15,Danubyu,MMR017022
 None,16558,21183,37741,Danubyu,MMR017022
 Child under 10 years,16233,15791,32024,Danubyu,MMR017022
 Total,85775,93578,179353,Danubyu,MMR017022
