Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),482,485,967,Minemaw,MMR015008
 Associate Scrutiny Card (blue),62,41,103,Minemaw,MMR015008
 Naturalised Scrutiny Card (green),42,36,78,Minemaw,MMR015008
 National Registration Card (3-fold),4,1,5,Minemaw,MMR015008
 Religious card,1,1,2,Minemaw,MMR015008
 Temporary Registration Card (white),43,31,74,Minemaw,MMR015008
 Foreign Registration Card (FRC),6,4,10,Minemaw,MMR015008
 Foreign Passport,28,31,59,Minemaw,MMR015008
 None,26379,24563,50942,Minemaw,MMR015008
 Child under 10 years,9266,9177,18443,Minemaw,MMR015008
 Total,36313,34370,70683,Minemaw,MMR015008
