Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),13871,16347,30218,Botahtaung,MMR013017
 Associate Scrutiny Card (blue),131,130,261,Botahtaung,MMR013017
 Naturalised Scrutiny Card (green),266,247,513,Botahtaung,MMR013017
 National Registration Card (3-fold),456,587,1043,Botahtaung,MMR013017
 Religious card,242,6,248,Botahtaung,MMR013017
 Temporary Registration Card (white),96,131,227,Botahtaung,MMR013017
 Foreign Registration Card (FRC),65,92,157,Botahtaung,MMR013017
 Foreign Passport,201,121,322,Botahtaung,MMR013017
 None,1985,1786,3771,Botahtaung,MMR013017
 Child under 10 years,2103,2132,4235,Botahtaung,MMR013017
 Total,19416,21579,40995,Botahtaung,MMR013017
