Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),73741,81812,155553,Kyaukse,MMR010013
 Associate Scrutiny Card (blue),108,105,213,Kyaukse,MMR010013
 Naturalised Scrutiny Card (green),309,188,497,Kyaukse,MMR010013
 National Registration Card (3-fold),264,299,563,Kyaukse,MMR010013
 Religious card,1111,124,1235,Kyaukse,MMR010013
 Temporary Registration Card (white),215,247,462,Kyaukse,MMR010013
 Foreign Registration Card (FRC),6,-,6,Kyaukse,MMR010013
 Foreign Passport,526,48,574,Kyaukse,MMR010013
 None,25570,28435,54005,Kyaukse,MMR010013
 Child under 10 years,22689,22110,44799,Kyaukse,MMR010013
 Total,124539,133368,257907,Kyaukse,MMR010013
