Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),9690,8398,18088,Maei(ST),MMR012016
 Associate Scrutiny Card (blue),12,9,21,Maei(ST),MMR012016
 Naturalised Scrutiny Card (green),24,12,36,Maei(ST),MMR012016
 National Registration Card (3-fold),57,79,136,Maei(ST),MMR012016
 Religious card,110,-,110,Maei(ST),MMR012016
 Temporary Registration Card (white),29,46,75,Maei(ST),MMR012016
 Foreign Registration Card (FRC),2,1,3,Maei(ST),MMR012016
 Foreign Passport,14,25,39,Maei(ST),MMR012016
 None,7013,9345,16358,Maei(ST),MMR012016
 Child under 10 years,4633,4405,9038,Maei(ST),MMR012016
 Total,21584,22320,43904,Maei(ST),MMR012016
