Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),7916,6419,14335,Mineyu(ST),MMR016011
 Associate Scrutiny Card (blue),47,42,89,Mineyu(ST),MMR016011
 Naturalised Scrutiny Card (green),47,36,83,Mineyu(ST),MMR016011
 National Registration Card (3-fold),15,3,18,Mineyu(ST),MMR016011
 Religious card,21,2,23,Mineyu(ST),MMR016011
 Temporary Registration Card (white),494,480,974,Mineyu(ST),MMR016011
 Foreign Registration Card (FRC),271,167,438,Mineyu(ST),MMR016011
 Foreign Passport,135,85,220,Mineyu(ST),MMR016011
 None,13141,12470,25611,Mineyu(ST),MMR016011
 Child under 10 years,5377,5163,10540,Mineyu(ST),MMR016011
 Total,27464,24867,52331,Mineyu(ST),MMR016011
