Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),33104,41052,74156,Bahan,MMR013044
 Associate Scrutiny Card (blue),115,101,216,Bahan,MMR013044
 Naturalised Scrutiny Card (green),139,98,237,Bahan,MMR013044
 National Registration Card (3-fold),207,287,494,Bahan,MMR013044
 Religious card,2829,888,3717,Bahan,MMR013044
 Temporary Registration Card (white),131,190,321,Bahan,MMR013044
 Foreign Registration Card (FRC),90,66,156,Bahan,MMR013044
 Foreign Passport,663,373,1036,Bahan,MMR013044
 None,4163,3970,8133,Bahan,MMR013044
 Child under 10 years,4077,4189,8266,Bahan,MMR013044
 Total,45518,51214,96732,Bahan,MMR013044
