Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),55752,48790,104542,Labutta,MMR017016
 Associate Scrutiny Card (blue),58,47,105,Labutta,MMR017016
 Naturalised Scrutiny Card (green),105,52,157,Labutta,MMR017016
 National Registration Card (3-fold),406,498,904,Labutta,MMR017016
 Religious card,554,43,597,Labutta,MMR017016
 Temporary Registration Card (white),91,56,147,Labutta,MMR017016
 Foreign Registration Card (FRC),5,5,10,Labutta,MMR017016
 Foreign Passport,17,18,35,Labutta,MMR017016
 None,32869,41379,74248,Labutta,MMR017016
 Child under 10 years,24889,24295,49184,Labutta,MMR017016
 Total,114746,115183,229929,Labutta,MMR017016
