Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),28401,30612,59013,Htantapin,MMR007014
 Associate Scrutiny Card (blue),23,26,49,Htantapin,MMR007014
 Naturalised Scrutiny Card (green),133,115,248,Htantapin,MMR007014
 National Registration Card (3-fold),199,263,462,Htantapin,MMR007014
 Religious card,356,20,376,Htantapin,MMR007014
 Temporary Registration Card (white),109,153,262,Htantapin,MMR007014
 Foreign Passport,19,13,32,Htantapin,MMR007014
 None,13617,18580,32197,Htantapin,MMR007014
 Child under 10 years,12476,12161,24637,Htantapin,MMR007014
 Total,55333,61943,117276,Htantapin,MMR007014
