Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),3072,3227,6299,Lwe`ge`(ST),MMR001012
 Associate Scrutiny Card (blue),14,10,24,Lwe`ge`(ST),MMR001012
 Naturalised Scrutiny Card (green),63,73,136,Lwe`ge`(ST),MMR001012
 National Registration Card (3-fold),12,20,32,Lwe`ge`(ST),MMR001012
 Religious card,9,1,10,Lwe`ge`(ST),MMR001012
 Temporary Registration Card (white),8,18,26,Lwe`ge`(ST),MMR001012
 Foreign Registration Card (FRC),39,7,46,Lwe`ge`(ST),MMR001012
 Foreign Passport,9,6,15,Lwe`ge`(ST),MMR001012
 None,759,765,1524,Lwe`ge`(ST),MMR001012
 Child under 10 years,980,947,1927,Lwe`ge`(ST),MMR001012
 Total,4965,5074,10039,Lwe`ge`(ST),MMR001012
