Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),1003,793,1796,Sugali(ST),MMR003005
 Associate Scrutiny Card (blue),-,2,2,Sugali(ST),MMR003005
 Naturalised Scrutiny Card (green),1,-,1,Sugali(ST),MMR003005
 National Registration Card (3-fold),6,7,13,Sugali(ST),MMR003005
 Religious card,15,2,17,Sugali(ST),MMR003005
 Temporary Registration Card (white),14,8,22,Sugali(ST),MMR003005
 Foreign Registration Card (FRC),1,1,2,Sugali(ST),MMR003005
 Foreign Passport,2,6,8,Sugali(ST),MMR003005
 None,1143,1150,2293,Sugali(ST),MMR003005
 Child under 10 years,802,747,1549,Sugali(ST),MMR003005
 Total,2987,2716,5703,Sugali(ST),MMR003005
