Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),5189,5984,11173,Kanpalet,MMR004008
 Associate Scrutiny Card (blue),2,2,4,Kanpalet,MMR004008
 Naturalised Scrutiny Card (green),6,3,9,Kanpalet,MMR004008
 National Registration Card (3-fold),12,6,18,Kanpalet,MMR004008
 Religious card,34,-,34,Kanpalet,MMR004008
 Temporary Registration Card (white),16,8,24,Kanpalet,MMR004008
 Foreign Registration Card (FRC),1,-,1,Kanpalet,MMR004008
 Foreign Passport,14,4,18,Kanpalet,MMR004008
 None,1684,1823,3507,Kanpalet,MMR004008
 Child under 10 years,3355,3350,6705,Kanpalet,MMR004008
 Total,10313,11180,21493,Kanpalet,MMR004008
