Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),29320,26049,55369,Pauktaw,MMR012007
 Associate Scrutiny Card (blue),24,31,55,Pauktaw,MMR012007
 Naturalised Scrutiny Card (green),64,27,91,Pauktaw,MMR012007
 National Registration Card (3-fold),133,141,274,Pauktaw,MMR012007
 Religious card,391,15,406,Pauktaw,MMR012007
 Temporary Registration Card (white),58,70,128,Pauktaw,MMR012007
 Foreign Passport,14,31,45,Pauktaw,MMR012007
 None,22794,36385,59179,Pauktaw,MMR012007
 Child under 10 years,15397,15013,30410,Pauktaw,MMR012007
 Total,68195,77762,145957,Pauktaw,MMR012007
