Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),11726,12677,24403,Falam,MMR004001
 Associate Scrutiny Card (blue),5,5,10,Falam,MMR004001
 Naturalised Scrutiny Card (green),10,6,16,Falam,MMR004001
 National Registration Card (3-fold),16,29,45,Falam,MMR004001
 Religious card,14,3,17,Falam,MMR004001
 Temporary Registration Card (white),16,15,31,Falam,MMR004001
 Foreign Registration Card (FRC),3,2,5,Falam,MMR004001
 Foreign Passport,6,4,10,Falam,MMR004001
 None,3387,3214,6601,Falam,MMR004001
 Child under 10 years,5167,5152,10319,Falam,MMR004001
 Total,20350,21107,41457,Falam,MMR004001
