Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),36848,36504,73352,Paukkhaung,MMR008002
 Associate Scrutiny Card (blue),15,18,33,Paukkhaung,MMR008002
 Naturalised Scrutiny Card (green),130,107,237,Paukkhaung,MMR008002
 National Registration Card (3-fold),320,523,843,Paukkhaung,MMR008002
 Religious card,340,25,365,Paukkhaung,MMR008002
 Temporary Registration Card (white),606,1020,1626,Paukkhaung,MMR008002
 Foreign Registration Card (FRC),1,3,4,Paukkhaung,MMR008002
 Foreign Passport,9,16,25,Paukkhaung,MMR008002
 None,13172,16236,29408,Paukkhaung,MMR008002
 Child under 10 years,9500,9463,18963,Paukkhaung,MMR008002
 Total,60941,63915,124856,Paukkhaung,MMR008002
