Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),20688,24447,45135,Mindon,MMR009014
 Associate Scrutiny Card (blue),2,4,6,Mindon,MMR009014
 Naturalised Scrutiny Card (green),26,5,31,Mindon,MMR009014
 National Registration Card (3-fold),46,70,116,Mindon,MMR009014
 Religious card,225,34,259,Mindon,MMR009014
 Temporary Registration Card (white),39,27,66,Mindon,MMR009014
 Foreign Passport,1,1,2,Mindon,MMR009014
 None,2541,2666,5207,Mindon,MMR009014
 Child under 10 years,4393,4142,8535,Mindon,MMR009014
 Total,27961,31396,59357,Mindon,MMR009014
