Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),123576,139595,263171,Bago,MMR007001
 Associate Scrutiny Card (blue),119,164,283,Bago,MMR007001
 Naturalised Scrutiny Card (green),1146,1144,2290,Bago,MMR007001
 National Registration Card (3-fold),1696,2441,4137,Bago,MMR007001
 Religious card,4686,1064,5750,Bago,MMR007001
 Temporary Registration Card (white),719,983,1702,Bago,MMR007001
 Foreign Registration Card (FRC),40,59,99,Bago,MMR007001
 Foreign Passport,190,68,258,Bago,MMR007001
 None,58531,66366,124897,Bago,MMR007001
 Child under 10 years,44826,44021,88847,Bago,MMR007001
 Total,235529,255905,491434,Bago,MMR007001
