Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),63188,64460,127648,Aunglan,MMR009016
 Associate Scrutiny Card (blue),79,87,166,Aunglan,MMR009016
 Naturalised Scrutiny Card (green),276,188,464,Aunglan,MMR009016
 National Registration Card (3-fold),1294,2466,3760,Aunglan,MMR009016
 Religious card,815,112,927,Aunglan,MMR009016
 Temporary Registration Card (white),102,137,239,Aunglan,MMR009016
 Foreign Registration Card (FRC),13,7,20,Aunglan,MMR009016
 Foreign Passport,37,30,67,Aunglan,MMR009016
 None,26483,36937,63420,Aunglan,MMR009016
 Child under 10 years,19478,19033,38511,Aunglan,MMR009016
 Total,111765,123457,235222,Aunglan,MMR009016
