Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),30338,33463,63801,Mingin,MMR005029
 Associate Scrutiny Card (blue),5,6,11,Mingin,MMR005029
 Naturalised Scrutiny Card (green),43,24,67,Mingin,MMR005029
 National Registration Card (3-fold),183,318,501,Mingin,MMR005029
 Religious card,334,30,364,Mingin,MMR005029
 Temporary Registration Card (white),60,69,129,Mingin,MMR005029
 Foreign Registration Card (FRC),2,3,5,Mingin,MMR005029
 Foreign Passport,5,2,7,Mingin,MMR005029
 None,8582,10110,18692,Mingin,MMR005029
 Child under 10 years,10619,10167,20786,Mingin,MMR005029
 Total,50171,54192,104363,Mingin,MMR005029
