Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),62243,71539,133782,Myanaung,MMR017011
 Associate Scrutiny Card (blue),27,45,72,Myanaung,MMR017011
 Naturalised Scrutiny Card (green),74,50,124,Myanaung,MMR017011
 National Registration Card (3-fold),290,472,762,Myanaung,MMR017011
 Religious card,652,138,790,Myanaung,MMR017011
 Temporary Registration Card (white),127,131,258,Myanaung,MMR017011
 Foreign Registration Card (FRC),1,3,4,Myanaung,MMR017011
 Foreign Passport,7,12,19,Myanaung,MMR017011
 None,21004,26195,47199,Myanaung,MMR017011
 Child under 10 years,17878,17693,35571,Myanaung,MMR017011
 Total,102303,116278,218581,Myanaung,MMR017011
