Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),51030,58517,109547,Paung,MMR011008
 Associate Scrutiny Card (blue),45,32,77,Paung,MMR011008
 Naturalised Scrutiny Card (green),1292,1342,2634,Paung,MMR011008
 National Registration Card (3-fold),2135,3074,5209,Paung,MMR011008
 Religious card,1070,86,1156,Paung,MMR011008
 Temporary Registration Card (white),182,152,334,Paung,MMR011008
 Foreign Registration Card (FRC),8,4,12,Paung,MMR011008
 Foreign Passport,23,23,46,Paung,MMR011008
 None,26420,27540,53960,Paung,MMR011008
 Child under 10 years,23166,22318,45484,Paung,MMR011008
 Total,105371,113088,218459,Paung,MMR011008
