Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),42853,45845,88698,Katha,MMR005020
 Associate Scrutiny Card (blue),46,43,89,Katha,MMR005020
 Naturalised Scrutiny Card (green),213,113,326,Katha,MMR005020
 National Registration Card (3-fold),338,507,845,Katha,MMR005020
 Religious card,651,66,717,Katha,MMR005020
 Temporary Registration Card (white),237,200,437,Katha,MMR005020
 Foreign Registration Card (FRC),7,7,14,Katha,MMR005020
 Foreign Passport,19,11,30,Katha,MMR005020
 None,20070,21221,41291,Katha,MMR005020
 Child under 10 years,17891,17396,35287,Katha,MMR005020
 Total,82325,85409,167734,Katha,MMR005020
