Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),9135,9382,18517,Palauk(ST),MMR006007
 Associate Scrutiny Card (blue),2,1,3,Palauk(ST),MMR006007
 Naturalised Scrutiny Card (green),23,18,41,Palauk(ST),MMR006007
 National Registration Card (3-fold),169,290,459,Palauk(ST),MMR006007
 Religious card,80,5,85,Palauk(ST),MMR006007
 Temporary Registration Card (white),11,16,27,Palauk(ST),MMR006007
 Foreign Passport,-,2,2,Palauk(ST),MMR006007
 None,3844,4023,7867,Palauk(ST),MMR006007
 Child under 10 years,4855,4698,9553,Palauk(ST),MMR006007
 Total,18119,18435,36554,Palauk(ST),MMR006007
