Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),9844,12434,22278,Kyauktada,MMR013033
 Associate Scrutiny Card (blue),259,282,541,Kyauktada,MMR013033
 Naturalised Scrutiny Card (green),343,408,751,Kyauktada,MMR013033
 National Registration Card (3-fold),295,299,594,Kyauktada,MMR013033
 Religious card,1,2,3,Kyauktada,MMR013033
 Temporary Registration Card (white),43,58,101,Kyauktada,MMR013033
 Foreign Registration Card (FRC),97,131,228,Kyauktada,MMR013033
 Foreign Passport,352,194,546,Kyauktada,MMR013033
 None,1167,1057,2224,Kyauktada,MMR013033
 Child under 10 years,1376,1211,2587,Kyauktada,MMR013033
 Total,13777,16076,29853,Kyauktada,MMR013033
