Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),36394,38806,75200,Khayan,MMR013026
 Associate Scrutiny Card (blue),23,28,51,Khayan,MMR013026
 Naturalised Scrutiny Card (green),667,443,1110,Khayan,MMR013026
 National Registration Card (3-fold),3166,4660,7826,Khayan,MMR013026
 Religious card,502,44,546,Khayan,MMR013026
 Temporary Registration Card (white),247,267,514,Khayan,MMR013026
 Foreign Registration Card (FRC),1,2,3,Khayan,MMR013026
 Foreign Passport,13,13,26,Khayan,MMR013026
 None,19885,24120,44005,Khayan,MMR013026
 Child under 10 years,14612,14126,28738,Khayan,MMR013026
 Total,75510,82509,158019,Khayan,MMR013026
