Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),37074,39205,76279,Tigyaing,MMR005022
 Associate Scrutiny Card (blue),12,31,43,Tigyaing,MMR005022
 Naturalised Scrutiny Card (green),40,16,56,Tigyaing,MMR005022
 National Registration Card (3-fold),44,59,103,Tigyaing,MMR005022
 Religious card,446,25,471,Tigyaing,MMR005022
 Temporary Registration Card (white),633,146,779,Tigyaing,MMR005022
 Foreign Registration Card (FRC),3,-,3,Tigyaing,MMR005022
 Foreign Passport,46,9,55,Tigyaing,MMR005022
 None,12771,14089,26860,Tigyaing,MMR005022
 Child under 10 years,12667,12639,25306,Tigyaing,MMR005022
 Total,63736,66219,129955,Tigyaing,MMR005022
