Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),41035,42148,83183,Dala,MMR013030
 Associate Scrutiny Card (blue),45,48,93,Dala,MMR013030
 Naturalised Scrutiny Card (green),1126,998,2124,Dala,MMR013030
 National Registration Card (3-fold),2489,3476,5965,Dala,MMR013030
 Religious card,455,30,485,Dala,MMR013030
 Temporary Registration Card (white),407,555,962,Dala,MMR013030
 Foreign Registration Card (FRC),29,30,59,Dala,MMR013030
 Foreign Passport,22,27,49,Dala,MMR013030
 None,22688,25053,47741,Dala,MMR013030
 Child under 10 years,16375,15821,32196,Dala,MMR013030
 Total,84671,88186,172857,Dala,MMR013030
