Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),48981,47778,96759,Mogok,MMR010011
 Associate Scrutiny Card (blue),77,99,176,Mogok,MMR010011
 Naturalised Scrutiny Card (green),511,298,809,Mogok,MMR010011
 National Registration Card (3-fold),2995,3394,6389,Mogok,MMR010011
 Religious card,919,55,974,Mogok,MMR010011
 Temporary Registration Card (white),103,58,161,Mogok,MMR010011
 Foreign Registration Card (FRC),31,45,76,Mogok,MMR010011
 Foreign Passport,13,14,27,Mogok,MMR010011
 None,15957,15656,31613,Mogok,MMR010011
 Child under 10 years,15305,14860,30165,Mogok,MMR010011
 Total,84892,82257,167149,Mogok,MMR010011
