Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),75145,81970,157115,Kambalu,MMR005007
 Associate Scrutiny Card (blue),35,48,83,Kambalu,MMR005007
 Naturalised Scrutiny Card (green),231,121,352,Kambalu,MMR005007
 National Registration Card (3-fold),351,425,776,Kambalu,MMR005007
 Religious card,1051,94,1145,Kambalu,MMR005007
 Temporary Registration Card (white),896,1389,2285,Kambalu,MMR005007
 Foreign Registration Card (FRC),3,3,6,Kambalu,MMR005007
 Foreign Passport,33,40,73,Kambalu,MMR005007
 None,34058,44104,78162,Kambalu,MMR005007
 Child under 10 years,28141,27423,55564,Kambalu,MMR005007
 Total,139944,155617,295561,Kambalu,MMR005007
