Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),9217,10080,19297,Kyaukmyaung(ST),MMR005004
 Associate Scrutiny Card (blue),2,1,3,Kyaukmyaung(ST),MMR005004
 Naturalised Scrutiny Card (green),20,16,36,Kyaukmyaung(ST),MMR005004
 National Registration Card (3-fold),105,148,253,Kyaukmyaung(ST),MMR005004
 Religious card,148,3,151,Kyaukmyaung(ST),MMR005004
 Temporary Registration Card (white),30,30,60,Kyaukmyaung(ST),MMR005004
 Foreign Registration Card (FRC),1,1,2,Kyaukmyaung(ST),MMR005004
 Foreign Passport,7,3,10,Kyaukmyaung(ST),MMR005004
 None,2539,3608,6147,Kyaukmyaung(ST),MMR005004
 Child under 10 years,2612,2694,5306,Kyaukmyaung(ST),MMR005004
 Total,14681,16584,31265,Kyaukmyaung(ST),MMR005004
