Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),14479,14942,29421,Mansi,MMR001013
 Associate Scrutiny Card (blue),14,13,27,Mansi,MMR001013
 Naturalised Scrutiny Card (green),27,14,41,Mansi,MMR001013
 National Registration Card (3-fold),218,354,572,Mansi,MMR001013
 Religious card,103,9,112,Mansi,MMR001013
 Temporary Registration Card (white),128,156,284,Mansi,MMR001013
 Foreign Passport,3,3,6,Mansi,MMR001013
 None,5559,5846,11405,Mansi,MMR001013
 Child under 10 years,5625,5452,11077,Mansi,MMR001013
 Total,26156,26789,52945,Mansi,MMR001013
