Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),34714,41296,76010,Mogaung,MMR001008
 Associate Scrutiny Card (blue),106,129,235,Mogaung,MMR001008
 Naturalised Scrutiny Card (green),132,154,286,Mogaung,MMR001008
 National Registration Card (3-fold),248,450,698,Mogaung,MMR001008
 Religious card,395,55,450,Mogaung,MMR001008
 Temporary Registration Card (white),196,214,410,Mogaung,MMR001008
 Foreign Registration Card (FRC),13,17,30,Mogaung,MMR001008
 Foreign Passport,11,10,21,Mogaung,MMR001008
 None,13502,13373,26875,Mogaung,MMR001008
 Child under 10 years,14184,13409,27593,Mogaung,MMR001008
 Total,63501,69107,132608,Mogaung,MMR001008
