Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),44864,50671,95535,Kawkareik,MMR003006
 Associate Scrutiny Card (blue),31,45,76,Kawkareik,MMR003006
 Naturalised Scrutiny Card (green),344,305,649,Kawkareik,MMR003006
 National Registration Card (3-fold),1785,2480,4265,Kawkareik,MMR003006
 Religious card,839,71,910,Kawkareik,MMR003006
 Temporary Registration Card (white),734,901,1635,Kawkareik,MMR003006
 Foreign Registration Card (FRC),8,11,19,Kawkareik,MMR003006
 Foreign Passport,28,32,60,Kawkareik,MMR003006
 None,31266,35079,66345,Kawkareik,MMR003006
 Child under 10 years,25625,25223,50848,Kawkareik,MMR003006
 Total,105524,114818,220342,Kawkareik,MMR003006
