Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),41301,48728,90029,Tada U,MMR010016
 Associate Scrutiny Card (blue),14,15,29,Tada U,MMR010016
 Naturalised Scrutiny Card (green),74,60,134,Tada U,MMR010016
 National Registration Card (3-fold),126,184,310,Tada U,MMR010016
 Religious card,728,19,747,Tada U,MMR010016
 Temporary Registration Card (white),69,96,165,Tada U,MMR010016
 Foreign Passport,3,11,14,Tada U,MMR010016
 None,10542,13265,23807,Tada U,MMR010016
 Child under 10 years,11897,11485,23382,Tada U,MMR010016
 Total,64754,73863,138617,Tada U,MMR010016
