Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),34094,46619,80713,Sangyoung,MMR013039
 Associate Scrutiny Card (blue),151,203,354,Sangyoung,MMR013039
 Naturalised Scrutiny Card (green),188,184,372,Sangyoung,MMR013039
 National Registration Card (3-fold),272,353,625,Sangyoung,MMR013039
 Religious card,1260,292,1552,Sangyoung,MMR013039
 Temporary Registration Card (white),80,105,185,Sangyoung,MMR013039
 Foreign Registration Card (FRC),41,45,86,Sangyoung,MMR013039
 Foreign Passport,150,95,245,Sangyoung,MMR013039
 None,3379,3585,6964,Sangyoung,MMR013039
 Child under 10 years,4378,4145,8523,Sangyoung,MMR013039
 Total,43993,55626,99619,Sangyoung,MMR013039
