Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),64599,80213,144812,Nyaung U,MMR010022
 Associate Scrutiny Card (blue),46,59,105,Nyaung U,MMR010022
 Naturalised Scrutiny Card (green),55,27,82,Nyaung U,MMR010022
 National Registration Card (3-fold),110,166,276,Nyaung U,MMR010022
 Religious card,871,91,962,Nyaung U,MMR010022
 Temporary Registration Card (white),62,63,125,Nyaung U,MMR010022
 Foreign Registration Card (FRC),23,23,46,Nyaung U,MMR010022
 Foreign Passport,492,463,955,Nyaung U,MMR010022
 None,9355,10232,19587,Nyaung U,MMR010022
 Child under 10 years,15895,15340,31235,Nyaung U,MMR010022
 Total,91508,106677,198185,Nyaung U,MMR010022
