Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),6845,7483,14328,Kehsi,MMR014015
 Associate Scrutiny Card (blue),7,5,12,Kehsi,MMR014015
 Naturalised Scrutiny Card (green),21,14,35,Kehsi,MMR014015
 National Registration Card (3-fold),76,97,173,Kehsi,MMR014015
 Religious card,120,-,120,Kehsi,MMR014015
 Temporary Registration Card (white),10,8,18,Kehsi,MMR014015
 Foreign Registration Card (FRC),1,4,5,Kehsi,MMR014015
 Foreign Passport,4,7,11,Kehsi,MMR014015
 None,8968,10993,19961,Kehsi,MMR014015
 Child under 10 years,4853,4984,9837,Kehsi,MMR014015
 Total,20905,23595,44500,Kehsi,MMR014015
