Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),89111,100919,190030,Pathein,MMR017001
 Associate Scrutiny Card (blue),388,400,788,Pathein,MMR017001
 Naturalised Scrutiny Card (green),325,226,551,Pathein,MMR017001
 National Registration Card (3-fold),401,623,1024,Pathein,MMR017001
 Religious card,1312,218,1530,Pathein,MMR017001
 Temporary Registration Card (white),350,151,501,Pathein,MMR017001
 Foreign Registration Card (FRC),98,83,181,Pathein,MMR017001
 Foreign Passport,41,25,66,Pathein,MMR017001
 None,22653,24525,47178,Pathein,MMR017001
 Child under 10 years,22984,22238,45222,Pathein,MMR017001
 Total,137663,149408,287071,Pathein,MMR017001
