Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),5237,4046,9283,Karathuri(ST),MMR006010
 Associate Scrutiny Card (blue),4,7,11,Karathuri(ST),MMR006010
 Naturalised Scrutiny Card (green),36,15,51,Karathuri(ST),MMR006010
 National Registration Card (3-fold),102,118,220,Karathuri(ST),MMR006010
 Religious card,37,-,37,Karathuri(ST),MMR006010
 Temporary Registration Card (white),32,23,55,Karathuri(ST),MMR006010
 Foreign Passport,4,4,8,Karathuri(ST),MMR006010
 None,2273,1983,4256,Karathuri(ST),MMR006010
 Child under 10 years,2197,2175,4372,Karathuri(ST),MMR006010
 Total,9922,8371,18293,Karathuri(ST),MMR006010
