Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),2583,2687,5270,Hsadone(ST),MMR001002
 Associate Scrutiny Card (blue),5,1,6,Hsadone(ST),MMR001002
 Naturalised Scrutiny Card (green),83,73,156,Hsadone(ST),MMR001002
 National Registration Card (3-fold),17,27,44,Hsadone(ST),MMR001002
 Religious card,-,1,1,Hsadone(ST),MMR001002
 Temporary Registration Card (white),33,42,75,Hsadone(ST),MMR001002
 Foreign Registration Card (FRC),11,9,20,Hsadone(ST),MMR001002
 Foreign Passport,92,23,115,Hsadone(ST),MMR001002
 None,1169,1172,2341,Hsadone(ST),MMR001002
 Child under 10 years,1246,1222,2468,Hsadone(ST),MMR001002
 Total,5239,5257,10496,Hsadone(ST),MMR001002
