Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),73763,79355,153118,Myeik,MMR006005
 Associate Scrutiny Card (blue),93,104,197,Myeik,MMR006005
 Naturalised Scrutiny Card (green),675,386,1061,Myeik,MMR006005
 National Registration Card (3-fold),3554,4351,7905,Myeik,MMR006005
 Religious card,1129,203,1332,Myeik,MMR006005
 Temporary Registration Card (white),377,394,771,Myeik,MMR006005
 Foreign Registration Card (FRC),59,86,145,Myeik,MMR006005
 Foreign Passport,126,31,157,Myeik,MMR006005
 None,30524,31463,61987,Myeik,MMR006005
 Child under 10 years,29292,28524,57816,Myeik,MMR006005
 Total,139592,144897,284489,Myeik,MMR006005
