Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),14875,15511,30386,Paingkyon(ST),MMR003002
 Associate Scrutiny Card (blue),13,6,19,Paingkyon(ST),MMR003002
 Naturalised Scrutiny Card (green),38,11,49,Paingkyon(ST),MMR003002
 National Registration Card (3-fold),302,296,598,Paingkyon(ST),MMR003002
 Religious card,254,14,268,Paingkyon(ST),MMR003002
 Temporary Registration Card (white),58,71,129,Paingkyon(ST),MMR003002
 Foreign Registration Card (FRC),2,-,2,Paingkyon(ST),MMR003002
 Foreign Passport,10,5,15,Paingkyon(ST),MMR003002
 None,15739,18703,34442,Paingkyon(ST),MMR003002
 Child under 10 years,11686,11010,22696,Paingkyon(ST),MMR003002
 Total,42977,45627,88604,Paingkyon(ST),MMR003002
