Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),15086,16354,31440,Paletwat,MMR004009
 Associate Scrutiny Card (blue),10,15,25,Paletwat,MMR004009
 Naturalised Scrutiny Card (green),42,24,66,Paletwat,MMR004009
 National Registration Card (3-fold),117,310,427,Paletwat,MMR004009
 Religious card,81,3,84,Paletwat,MMR004009
 Temporary Registration Card (white),156,344,500,Paletwat,MMR004009
 Foreign Registration Card (FRC),1,4,5,Paletwat,MMR004009
 Foreign Passport,70,17,87,Paletwat,MMR004009
 None,6598,8228,14826,Paletwat,MMR004009
 Child under 10 years,8943,8568,17511,Paletwat,MMR004009
 Total,31104,33867,64971,Paletwat,MMR004009
