Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),43120,41677,84797,Ngaputaw,MMR017004
 Associate Scrutiny Card (blue),37,26,63,Ngaputaw,MMR017004
 Naturalised Scrutiny Card (green),122,66,188,Ngaputaw,MMR017004
 National Registration Card (3-fold),270,291,561,Ngaputaw,MMR017004
 Religious card,220,7,227,Ngaputaw,MMR017004
 Temporary Registration Card (white),66,35,101,Ngaputaw,MMR017004
 Foreign Registration Card (FRC),1,3,4,Ngaputaw,MMR017004
 Foreign Passport,8,9,17,Ngaputaw,MMR017004
 None,21612,24097,45709,Ngaputaw,MMR017004
 Child under 10 years,18726,18383,37109,Ngaputaw,MMR017004
 Total,84182,84594,168776,Ngaputaw,MMR017004
