Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),72980,98516,171496,Kyaukpadaung,MMR010020
 Associate Scrutiny Card (blue),15,18,33,Kyaukpadaung,MMR010020
 Naturalised Scrutiny Card (green),97,56,153,Kyaukpadaung,MMR010020
 National Registration Card (3-fold),179,258,437,Kyaukpadaung,MMR010020
 Religious card,1502,185,1687,Kyaukpadaung,MMR010020
 Temporary Registration Card (white),126,138,264,Kyaukpadaung,MMR010020
 Foreign Registration Card (FRC),-,1,1,Kyaukpadaung,MMR010020
 Foreign Passport,19,25,44,Kyaukpadaung,MMR010020
 None,18293,23059,41352,Kyaukpadaung,MMR010020
 Child under 10 years,23414,23027,46441,Kyaukpadaung,MMR010020
 Total,116625,145283,261908,Kyaukpadaung,MMR010020
