Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),641,476,1117,Panwine,MMR015007
 Associate Scrutiny Card (blue),33,33,66,Panwine,MMR015007
 Naturalised Scrutiny Card (green),63,51,114,Panwine,MMR015007
 National Registration Card (3-fold),1,-,1,Panwine,MMR015007
 Religious card,1,-,1,Panwine,MMR015007
 Temporary Registration Card (white),35,16,51,Panwine,MMR015007
 Foreign Registration Card (FRC),3,3,6,Panwine,MMR015007
 Foreign Passport,28,21,49,Panwine,MMR015007
 None,35564,34974,70538,Panwine,MMR015007
 Child under 10 years,12422,12732,25154,Panwine,MMR015007
 Total,48791,48306,97097,Panwine,MMR015007
