Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),51150,51674,102824,Tachileik,MMR016009
 Associate Scrutiny Card (blue),64,52,116,Tachileik,MMR016009
 Naturalised Scrutiny Card (green),126,57,183,Tachileik,MMR016009
 National Registration Card (3-fold),240,357,597,Tachileik,MMR016009
 Religious card,531,23,554,Tachileik,MMR016009
 Temporary Registration Card (white),402,349,751,Tachileik,MMR016009
 Foreign Registration Card (FRC),28,9,37,Tachileik,MMR016009
 Foreign Passport,164,79,243,Tachileik,MMR016009
 None,8682,7474,16156,Tachileik,MMR016009
 Child under 10 years,13440,13120,26560,Tachileik,MMR016009
 Total,74827,73194,148021,Tachileik,MMR016009
