Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),41349,45709,87058,Waw,MMR007004
 Associate Scrutiny Card (blue),49,53,102,Waw,MMR007004
 Naturalised Scrutiny Card (green),519,596,1115,Waw,MMR007004
 National Registration Card (3-fold),414,675,1089,Waw,MMR007004
 Religious card,564,34,598,Waw,MMR007004
 Temporary Registration Card (white),163,208,371,Waw,MMR007004
 Foreign Registration Card (FRC),3,3,6,Waw,MMR007004
 Foreign Passport,14,24,38,Waw,MMR007004
 None,20553,25797,46350,Waw,MMR007004
 Child under 10 years,20071,19216,39287,Waw,MMR007004
 Total,83699,92315,176014,Waw,MMR007004
