Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),43884,48127,92011,Dagon Myothit(East),MMR013020
 Associate Scrutiny Card (blue),41,51,92,Dagon Myothit(East),MMR013020
 Naturalised Scrutiny Card (green),329,266,595,Dagon Myothit(East),MMR013020
 National Registration Card (3-fold),1889,2619,4508,Dagon Myothit(East),MMR013020
 Religious card,1298,157,1455,Dagon Myothit(East),MMR013020
 Temporary Registration Card (white),926,1168,2094,Dagon Myothit(East),MMR013020
 Foreign Registration Card (FRC),61,82,143,Dagon Myothit(East),MMR013020
 Foreign Passport,25,25,50,Dagon Myothit(East),MMR013020
 None,19601,19625,39226,Dagon Myothit(East),MMR013020
 Child under 10 years,12807,12647,25454,Dagon Myothit(East),MMR013020
 Total,80861,84767,165628,Dagon Myothit(East),MMR013020
