Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),35141,45746,80887,Butalin,MMR005013
 Associate Scrutiny Card (blue),6,6,12,Butalin,MMR005013
 Naturalised Scrutiny Card (green),45,35,80,Butalin,MMR005013
 National Registration Card (3-fold),339,824,1163,Butalin,MMR005013
 Religious card,614,57,671,Butalin,MMR005013
 Temporary Registration Card (white),10,16,26,Butalin,MMR005013
 Foreign Passport,4,10,14,Butalin,MMR005013
 None,8034,11034,19068,Butalin,MMR005013
 Child under 10 years,10913,10705,21618,Butalin,MMR005013
 Total,55106,68433,123539,Butalin,MMR005013
