Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),27953,29319,57272,Laymyethna,MMR017010
 Associate Scrutiny Card (blue),9,13,22,Laymyethna,MMR017010
 Naturalised Scrutiny Card (green),46,20,66,Laymyethna,MMR017010
 National Registration Card (3-fold),144,202,346,Laymyethna,MMR017010
 Religious card,294,37,331,Laymyethna,MMR017010
 Temporary Registration Card (white),40,31,71,Laymyethna,MMR017010
 Foreign Passport,7,12,19,Laymyethna,MMR017010
 None,11698,14439,26137,Laymyethna,MMR017010
 Child under 10 years,9470,9290,18760,Laymyethna,MMR017010
 Total,49661,53363,103024,Laymyethna,MMR017010
