Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Citizenship Scrutiny Card (pink),2965,4247,7212,Reazu(ST),MMR004007
 Associate Scrutiny Card (blue),1,4,5,Reazu(ST),MMR004007
 Naturalised Scrutiny Card (green),5,6,11,Reazu(ST),MMR004007
 National Registration Card (3-fold),5,4,9,Reazu(ST),MMR004007
 Religious card,3,-,3,Reazu(ST),MMR004007
 Temporary Registration Card (white),5,1,6,Reazu(ST),MMR004007
 Foreign Passport,3,2,5,Reazu(ST),MMR004007
 None,748,856,1604,Reazu(ST),MMR004007
 Child under 10 years,1736,1674,3410,Reazu(ST),MMR004007
 Total,5471,6794,12265,Reazu(ST),MMR004007
